date,store_id,product_category,sales,promotion,holiday
2023-01-06,store_1,Electronics,6283,0,0
2023-01-06,store_1,Clothing,4795,0,0
2023-01-06,store_1,Grocery,2310,0,0
2023-01-06,store_1,Home,6426,0,0
2023-01-06,store_1,Beauty,4175,0,0
2023-01-06,store_2,Electronics,5138,0,0
2023-01-06,store_2,Clothing,4628,0,0
2023-01-06,store_2,Grocery,3257,0,0
2023-01-06,store_2,Home,4872,0,0
2023-01-06,store_2,Beauty,5242,1,0
2023-01-06,store_3,Electronics,5651,0,0
2023-01-06,store_3,Clothing,4918,0,0
2023-01-06,store_3,Grocery,2736,0,0
2023-01-06,store_3,Home,5405,0,0
2023-01-06,store_3,Beauty,3682,0,0
2023-01-06,store_4,Electronics,6331,0,0
2023-01-06,store_4,Clothing,3905,0,0
2023-01-06,store_4,Grocery,4112,0,0
2023-01-06,store_4,Home,4984,0,0
2023-01-06,store_4,Beauty,4914,0,0
2023-01-06,store_5,Electronics,7831,0,0
2023-01-06,store_5,Clothing,4684,1,0
2023-01-06,store_5,Grocery,4380,1,0
2023-01-06,store_5,Home,4696,0,0
2023-01-06,store_5,Beauty,4354,0,0
2023-01-06,store_6,Electronics,6166,0,0
2023-01-06,store_6,Clothing,3838,0,0
2023-01-06,store_6,Grocery,3966,0,0
2023-01-06,store_6,Home,6103,0,0
2023-01-06,store_6,Beauty,5343,0,0
2023-01-06,store_7,Electronics,9005,1,0
2023-01-06,store_7,Clothing,4032,0,0
2023-01-06,store_7,Grocery,3167,0,0
2023-01-06,store_7,Home,4981,0,0
2023-01-06,store_7,Beauty,3421,0,0
2023-01-06,store_8,Electronics,5684,0,0
2023-01-06,store_8,Clothing,5023,0,0
2023-01-06,store_8,Grocery,4220,0,0
2023-01-06,store_8,Home,3934,0,0
2023-01-06,store_8,Beauty,4747,1,0
2023-01-06,store_9,Electronics,6114,0,0
2023-01-06,store_9,Clothing,3834,0,0
2023-01-06,store_9,Grocery,3052,0,0
2023-01-06,store_9,Home,6288,0,0
2023-01-06,store_9,Beauty,4048,0,0
2023-01-06,store_10,Electronics,6022,0,0
2023-01-06,store_10,Clothing,7827,1,0
2023-01-06,store_10,Grocery,3416,0,0
2023-01-06,store_10,Home,6049,1,0
2023-01-06,store_10,Beauty,5261,0,0
2023-01-07,store_1,Electronics,5435,0,0
2023-01-07,store_1,Clothing,3782,0,0
2023-01-07,store_1,Grocery,3697,1,0
2023-01-07,store_1,Home,4224,0,0
2023-01-07,store_1,Beauty,4142,0,0
2023-01-07,store_2,Electronics,6788,0,0
2023-01-07,store_2,Clothing,3559,0,0
2023-01-07,store_2,Grocery,2701,0,0
2023-01-07,store_2,Home,6154,1,0
2023-01-07,store_2,Beauty,4413,0,0
2023-01-07,store_3,Electronics,6719,0,0
2023-01-07,store_3,Clothing,3528,0,0
2023-01-07,store_3,Grocery,2364,0,0
2023-01-07,store_3,Home,3664,0,0
2023-01-07,store_3,Beauty,3135,0,0
2023-01-07,store_4,Electronics,5524,0,0
2023-01-07,store_4,Clothing,3611,0,0
2023-01-07,store_4,Grocery,3836,1,0
2023-01-07,store_4,Home,6848,1,0
2023-01-07,store_4,Beauty,4440,0,0
2023-01-07,store_5,Electronics,6469,0,0
2023-01-07,store_5,Clothing,4292,0,0
2023-01-07,store_5,Grocery,3332,0,0
2023-01-07,store_5,Home,5048,0,0
2023-01-07,store_5,Beauty,2645,0,0
2023-01-07,store_6,Electronics,4745,0,0
2023-01-07,store_6,Clothing,4013,1,0
2023-01-07,store_6,Grocery,2961,0,0
2023-01-07,store_6,Home,4435,0,0
2023-01-07,store_6,Beauty,3934,0,0
2023-01-07,store_7,Electronics,6046,0,0
2023-01-07,store_7,Clothing,4151,0,0
2023-01-07,store_7,Grocery,2538,0,0
2023-01-07,store_7,Home,4779,0,0
2023-01-07,store_7,Beauty,3208,0,0
2023-01-07,store_8,Electronics,5785,0,0
2023-01-07,store_8,Clothing,4358,0,0
2023-01-07,store_8,Grocery,2670,0,0
2023-01-07,store_8,Home,3574,0,0
2023-01-07,store_8,Beauty,3791,0,0
2023-01-07,store_9,Electronics,6942,0,0
2023-01-07,store_9,Clothing,3802,0,0
2023-01-07,store_9,Grocery,2870,0,0
2023-01-07,store_9,Home,4468,0,0
2023-01-07,store_9,Beauty,4754,1,0
2023-01-07,store_10,Electronics,6315,0,0
2023-01-07,store_10,Clothing,4577,0,0
2023-01-07,store_10,Grocery,3259,0,0
2023-01-07,store_10,Home,5510,0,0
2023-01-07,store_10,Beauty,3869,0,0
2023-01-08,store_1,Electronics,6399,0,0
2023-01-08,store_1,Clothing,3926,0,0
2023-01-08,store_1,Grocery,2872,0,0
2023-01-08,store_1,Home,4499,0,0
2023-01-08,store_1,Beauty,3371,0,0
2023-01-08,store_2,Electronics,7035,0,0
2023-01-08,store_2,Clothing,4721,0,0
2023-01-08,store_2,Grocery,4547,0,0
2023-01-08,store_2,Home,5001,0,0
2023-01-08,store_2,Beauty,3498,0,0
2023-01-08,store_3,Electronics,5752,0,0
2023-01-08,store_3,Clothing,2873,0,0
2023-01-08,store_3,Grocery,3721,0,0
2023-01-08,store_3,Home,7398,1,0
2023-01-08,store_3,Beauty,3487,0,0
2023-01-08,store_4,Electronics,6625,0,0
2023-01-08,store_4,Clothing,3221,0,0
2023-01-08,store_4,Grocery,2237,0,0
2023-01-08,store_4,Home,5486,0,0
2023-01-08,store_4,Beauty,3735,0,0
2023-01-08,store_5,Electronics,7811,0,0
2023-01-08,store_5,Clothing,3969,0,0
2023-01-08,store_5,Grocery,3163,0,0
2023-01-08,store_5,Home,5894,0,0
2023-01-08,store_5,Beauty,3753,1,0
2023-01-08,store_6,Electronics,8147,0,0
2023-01-08,store_6,Clothing,5086,0,0
2023-01-08,store_6,Grocery,3840,0,0
2023-01-08,store_6,Home,5597,0,0
2023-01-08,store_6,Beauty,4466,0,0
2023-01-08,store_7,Electronics,4906,0,0
2023-01-08,store_7,Clothing,4302,0,0
2023-01-08,store_7,Grocery,2966,0,0
2023-01-08,store_7,Home,4294,0,0
2023-01-08,store_7,Beauty,3723,1,0
2023-01-08,store_8,Electronics,4895,0,0
2023-01-08,store_8,Clothing,4033,0,0
2023-01-08,store_8,Grocery,2957,0,0
2023-01-08,store_8,Home,4900,0,0
2023-01-08,store_8,Beauty,5397,1,0
2023-01-08,store_9,Electronics,5639,0,0
2023-01-08,store_9,Clothing,4081,1,0
2023-01-08,store_9,Grocery,3748,0,0
2023-01-08,store_9,Home,5925,0,0
2023-01-08,store_9,Beauty,3684,0,0
2023-01-08,store_10,Electronics,5516,0,0
2023-01-08,store_10,Clothing,3637,0,0
2023-01-08,store_10,Grocery,3739,0,0
2023-01-08,store_10,Home,5264,0,0
2023-01-08,store_10,Beauty,3729,0,0
2023-01-09,store_1,Electronics,7741,0,0
2023-01-09,store_1,Clothing,5971,0,0
2023-01-09,store_1,Grocery,5474,0,0
2023-01-09,store_1,Home,6571,0,0
2023-01-09,store_1,Beauty,5044,0,0
2023-01-09,store_2,Electronics,7296,0,0
2023-01-09,store_2,Clothing,5735,1,0
2023-01-09,store_2,Grocery,4177,0,0
2023-01-09,store_2,Home,6310,0,0
2023-01-09,store_2,Beauty,6519,1,0
2023-01-09,store_3,Electronics,10979,0,0
2023-01-09,store_3,Clothing,5184,0,0
2023-01-09,store_3,Grocery,5401,0,0
2023-01-09,store_3,Home,6432,0,0
2023-01-09,store_3,Beauty,4835,0,0
2023-01-09,store_4,Electronics,9254,0,0
2023-01-09,store_4,Clothing,4750,0,0
2023-01-09,store_4,Grocery,4389,0,0
2023-01-09,store_4,Home,7148,0,0
2023-01-09,store_4,Beauty,3514,0,0
2023-01-09,store_5,Electronics,8472,0,0
2023-01-09,store_5,Clothing,6764,0,0
2023-01-09,store_5,Grocery,5231,0,0
2023-01-09,store_5,Home,5341,0,0
2023-01-09,store_5,Beauty,5498,0,0
2023-01-09,store_6,Electronics,7706,0,0
2023-01-09,store_6,Clothing,4307,0,0
2023-01-09,store_6,Grocery,6004,0,0
2023-01-09,store_6,Home,6603,0,0
2023-01-09,store_6,Beauty,5689,1,0
2023-01-09,store_7,Electronics,8904,0,0
2023-01-09,store_7,Clothing,5020,0,0
2023-01-09,store_7,Grocery,3895,0,0
2023-01-09,store_7,Home,6659,0,0
2023-01-09,store_7,Beauty,5437,0,0
2023-01-09,store_8,Electronics,6466,0,0
2023-01-09,store_8,Clothing,7910,1,0
2023-01-09,store_8,Grocery,5973,0,0
2023-01-09,store_8,Home,7166,0,0
2023-01-09,store_8,Beauty,5090,0,0
2023-01-09,store_9,Electronics,10443,0,0
2023-01-09,store_9,Clothing,5416,0,0
2023-01-09,store_9,Grocery,4311,0,0
2023-01-09,store_9,Home,9453,1,0
2023-01-09,store_9,Beauty,6043,0,0
2023-01-09,store_10,Electronics,8769,0,0
2023-01-09,store_10,Clothing,7038,0,0
2023-01-09,store_10,Grocery,4305,0,0
2023-01-09,store_10,Home,7226,0,0
2023-01-09,store_10,Beauty,6587,1,0
2023-01-10,store_1,Electronics,11008,0,0
2023-01-10,store_1,Clothing,5952,0,0
2023-01-10,store_1,Grocery,5674,0,0
2023-01-10,store_1,Home,9423,0,0
2023-01-10,store_1,Beauty,4374,0,0
2023-01-10,store_2,Electronics,10168,0,0
2023-01-10,store_2,Clothing,7143,0,0
2023-01-10,store_2,Grocery,7066,0,0
2023-01-10,store_2,Home,9888,0,0
2023-01-10,store_2,Beauty,5652,0,0
2023-01-10,store_3,Electronics,7780,0,0
2023-01-10,store_3,Clothing,6578,0,0
2023-01-10,store_3,Grocery,5066,0,0
2023-01-10,store_3,Home,8603,0,0
2023-01-10,store_3,Beauty,6002,0,0
2023-01-10,store_4,Electronics,8708,0,0
2023-01-10,store_4,Clothing,5582,0,0
2023-01-10,store_4,Grocery,5771,0,0
2023-01-10,store_4,Home,9897,0,0
2023-01-10,store_4,Beauty,5690,0,0
2023-01-10,store_5,Electronics,12113,0,0
2023-01-10,store_5,Clothing,6091,0,0
2023-01-10,store_5,Grocery,4980,0,0
2023-01-10,store_5,Home,8455,0,0
2023-01-10,store_5,Beauty,6451,0,0
2023-01-10,store_6,Electronics,11015,0,0
2023-01-10,store_6,Clothing,7489,0,0
2023-01-10,store_6,Grocery,6537,1,0
2023-01-10,store_6,Home,7249,0,0
2023-01-10,store_6,Beauty,6678,0,0
2023-01-10,store_7,Electronics,9744,0,0
2023-01-10,store_7,Clothing,7695,0,0
2023-01-10,store_7,Grocery,6198,0,0
2023-01-10,store_7,Home,11232,1,0
2023-01-10,store_7,Beauty,4813,0,0
2023-01-10,store_8,Electronics,8171,0,0
2023-01-10,store_8,Clothing,5766,0,0
2023-01-10,store_8,Grocery,5297,0,0
2023-01-10,store_8,Home,9292,0,0
2023-01-10,store_8,Beauty,6449,0,0
2023-01-10,store_9,Electronics,9710,0,0
2023-01-10,store_9,Clothing,6937,0,0
2023-01-10,store_9,Grocery,4818,0,0
2023-01-10,store_9,Home,5882,0,0
2023-01-10,store_9,Beauty,7491,0,0
2023-01-10,store_10,Electronics,12683,0,0
2023-01-10,store_10,Clothing,7325,0,0
2023-01-10,store_10,Grocery,5569,0,0
2023-01-10,store_10,Home,6917,0,0
2023-01-10,store_10,Beauty,6713,0,0
2023-01-11,store_1,Electronics,8096,0,0
2023-01-11,store_1,Clothing,5206,0,0
2023-01-11,store_1,Grocery,5229,0,0
2023-01-11,store_1,Home,7045,0,0
2023-01-11,store_1,Beauty,7620,0,0
2023-01-11,store_2,Electronics,10171,0,0
2023-01-11,store_2,Clothing,7699,0,0
2023-01-11,store_2,Grocery,5264,0,0
2023-01-11,store_2,Home,7524,0,0
2023-01-11,store_2,Beauty,6831,0,0
2023-01-11,store_3,Electronics,9179,0,0
2023-01-11,store_3,Clothing,8111,0,0
2023-01-11,store_3,Grocery,4472,0,0
2023-01-11,store_3,Home,10301,1,0
2023-01-11,store_3,Beauty,5274,0,0
2023-01-11,store_4,Electronics,13476,0,0
2023-01-11,store_4,Clothing,6026,0,0
2023-01-11,store_4,Grocery,5990,0,0
2023-01-11,store_4,Home,8850,0,0
2023-01-11,store_4,Beauty,6123,0,0
2023-01-11,store_5,Electronics,8335,0,0
2023-01-11,store_5,Clothing,9764,1,0
2023-01-11,store_5,Grocery,6027,0,0
2023-01-11,store_5,Home,8909,0,0
2023-01-11,store_5,Beauty,5648,0,0
2023-01-11,store_6,Electronics,9988,0,0
2023-01-11,store_6,Clothing,7665,0,0
2023-01-11,store_6,Grocery,3443,0,0
2023-01-11,store_6,Home,8119,0,0
2023-01-11,store_6,Beauty,5305,0,0
2023-01-11,store_7,Electronics,12822,0,0
2023-01-11,store_7,Clothing,6421,0,0
2023-01-11,store_7,Grocery,5633,0,0
2023-01-11,store_7,Home,6729,0,0
2023-01-11,store_7,Beauty,6115,0,0
2023-01-11,store_8,Electronics,8900,0,0
2023-01-11,store_8,Clothing,7763,0,0
2023-01-11,store_8,Grocery,6830,0,0
2023-01-11,store_8,Home,9462,0,0
2023-01-11,store_8,Beauty,6468,0,0
2023-01-11,store_9,Electronics,11414,0,0
2023-01-11,store_9,Clothing,5719,0,0
2023-01-11,store_9,Grocery,5570,0,0
2023-01-11,store_9,Home,9467,1,0
2023-01-11,store_9,Beauty,6623,0,0
2023-01-11,store_10,Electronics,9154,0,0
2023-01-11,store_10,Clothing,8564,0,0
2023-01-11,store_10,Grocery,7264,1,0
2023-01-11,store_10,Home,7904,0,0
2023-01-11,store_10,Beauty,6281,0,0
2023-01-12,store_1,Electronics,9514,0,0
2023-01-12,store_1,Clothing,7084,0,0
2023-01-12,store_1,Grocery,3879,0,0
2023-01-12,store_1,Home,9919,0,0
2023-01-12,store_1,Beauty,6217,0,0
2023-01-12,store_2,Electronics,8972,0,0
2023-01-12,store_2,Clothing,6656,0,0
2023-01-12,store_2,Grocery,3979,0,0
2023-01-12,store_2,Home,8766,0,0
2023-01-12,store_2,Beauty,6413,0,0
2023-01-12,store_3,Electronics,8558,0,0
2023-01-12,store_3,Clothing,7191,0,0
2023-01-12,store_3,Grocery,6154,0,0
2023-01-12,store_3,Home,7411,0,0
2023-01-12,store_3,Beauty,7091,0,0
2023-01-12,store_4,Electronics,10030,0,0
2023-01-12,store_4,Clothing,6557,0,0
2023-01-12,store_4,Grocery,6155,0,0
2023-01-12,store_4,Home,7526,0,0
2023-01-12,store_4,Beauty,6252,0,0
2023-01-12,store_5,Electronics,8053,0,0
2023-01-12,store_5,Clothing,6503,0,0
2023-01-12,store_5,Grocery,4568,0,0
2023-01-12,store_5,Home,7493,0,0
2023-01-12,store_5,Beauty,6990,1,0
2023-01-12,store_6,Electronics,11993,0,0
2023-01-12,store_6,Clothing,6333,0,0
2023-01-12,store_6,Grocery,5858,0,0
2023-01-12,store_6,Home,7626,0,0
2023-01-12,store_6,Beauty,5973,0,0
2023-01-12,store_7,Electronics,11307,1,0
2023-01-12,store_7,Clothing,10385,1,0
2023-01-12,store_7,Grocery,4959,0,0
2023-01-12,store_7,Home,8004,0,0
2023-01-12,store_7,Beauty,6449,0,0
2023-01-12,store_8,Electronics,9154,0,0
2023-01-12,store_8,Clothing,8104,1,0
2023-01-12,store_8,Grocery,5399,0,0
2023-01-12,store_8,Home,7524,0,0
2023-01-12,store_8,Beauty,5216,0,0
2023-01-12,store_9,Electronics,9156,0,0
2023-01-12,store_9,Clothing,8091,0,0
2023-01-12,store_9,Grocery,6021,0,0
2023-01-12,store_9,Home,6828,0,0
2023-01-12,store_9,Beauty,7710,0,0
2023-01-12,store_10,Electronics,9601,0,0
2023-01-12,store_10,Clothing,7812,1,0
2023-01-12,store_10,Grocery,3842,0,0
2023-01-12,store_10,Home,7235,0,0
2023-01-12,store_10,Beauty,5316,0,0
2023-01-13,store_1,Electronics,8178,1,0
2023-01-13,store_1,Clothing,5655,0,0
2023-01-13,store_1,Grocery,3925,0,0
2023-01-13,store_1,Home,6705,0,0
2023-01-13,store_1,Beauty,6750,1,0
2023-01-13,store_2,Electronics,6551,0,0
2023-01-13,store_2,Clothing,6252,0,0
2023-01-13,store_2,Grocery,3553,0,0
2023-01-13,store_2,Home,3701,0,0
2023-01-13,store_2,Beauty,4532,0,0
2023-01-13,store_3,Electronics,6018,0,0
2023-01-13,store_3,Clothing,7914,1,0
2023-01-13,store_3,Grocery,4117,0,0
2023-01-13,store_3,Home,4547,0,0
2023-01-13,store_3,Beauty,3665,0,0
2023-01-13,store_4,Electronics,6979,0,0
2023-01-13,store_4,Clothing,4474,0,0
